rank,node
1,108
2,112
3,160
4,161
5,163
6,182
7,187
8,2
9,200
10,238
11,242
12,244
13,248
14,252
15,260
16,272
17,273
18,280
19,341
20,379
21,386
22,398
23,424
24,429
25,43
26,431
27,453
28,456
29,464
30,469
31,47
32,471
33,487
34,500
35,62
36,75
37,79
38,91
39,96
40,98
