epoch,train_loss,validation_loss
1,0.009258728474378586,0.005549541674554348
2,0.007171357050538063,0.005598933435976505
3,0.0074858167208731174,0.005316693801432848
4,0.007397052366286516,0.005015145055949688
5,0.006531517021358013,0.005008750129491091
6,0.006202796474099159,0.005231472663581371
7,0.006049893796443939,0.005365053191781044
8,0.005903951823711395,0.005265317857265472
9,0.005842291750013828,0.004989963490515947
10,0.005773731041699648,0.004690967965871096
11,0.005504413973540068,0.0044843219220638275
12,0.0054863556288182735,0.004357565194368362
13,0.005567374639213085,0.00426816800609231
14,0.005473652854561806,0.0042035821825265884
15,0.005426875315606594,0.004203231073915958
16,0.005245492327958345,0.004266172181814909
17,0.005184578709304333,0.004315847065299749
18,0.005182255525141954,0.0042760539799928665
19,0.004921162500977516,0.004106429405510426
20,0.005168909206986427,0.003869767300784588
21,0.004855745006352663,0.0036797928623855114
22,0.0046916864812374115,0.0035564510617405176
23,0.004723736084997654,0.003454103134572506
24,0.004552873782813549,0.003360813483595848
25,0.004527387209236622,0.0032975601498037577
26,0.0045814234763383865,0.0032715857960283756
27,0.004595476668328047,0.0032399939373135567
28,0.004305502399802208,0.003138684667646885
29,0.0039060290437191725,0.0029470869340002537
30,0.003902754746377468,0.002760893665254116
