node_id,candidate_group,node,protected_group,ml_score,graphsage_pred_score,graphsage_embedding_norm,ris_score,fair_ris_score,shortfall_gain,group_quota,current_group_seed_count,group_shortfall_ratio,dynamic_shortfall_gain,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,community_diversity_score,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,weakest_group,candidate_helps_weakest_group,weakest_group_gain,weakest_group_ris_coverage,mf_gain_score,mf_lift_adjusted_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization,community_id
23686201,0,23686201,0,0.2579650076973416,0.2579650076973416,0.36906649650810924,0.0,0.0,0.0,26,0,1.0,0.26475592285196714,1.0,0.26475592285196714,0.0,0.0,0.0,0.8275581793292266,0.8275581793292266,0.0,0.0,0.0,0.17324695545793248,0.0003346087869317303,1,False,0.0,0.0,0.0,1.7103731845682466,0.0,0.0,1.7103731845682466,1.313239300290296,1.7103731845682466,1.7103731845682466,per_group,18
23689320,1,23689320,1,0.1862237453460693,0.1862237453460693,0.13881541788578033,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,0.8333333333333334,0.8333333333333334,0.7145790554414785,0.7145790554414785,0.0,0.0,0.0,0.0,0.023688646238263528,1,True,0.0,0.0,0.0,5.20619211822032,0.0,0.0,5.20619211822032,3.846708451202407,5.20619211822032,5.20619211822032,per_group,12
23713679,1,23713679,1,0.1609284430742263,0.1609284430742263,0.0826668068766594,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,1.0,1.0,0.8675621530786041,0.8675621530786041,0.0,0.0,0.0,0.0,0.0023211722697580425,1,True,0.0,0.0,0.0,5.922703849697524,0.0,0.0,5.922703849697524,4.56322018267961,5.922703849697524,5.922703849697524,per_group,1
23741758,0,23741758,0,0.12685375178413583,0.12685375178413583,0.04368416900228938,0.0,0.0,0.0,26,0,1.0,0.26475592285196714,1.0,0.26475592285196714,0.0,0.0,0.0,0.48352400508458004,0.48352400508458004,0.0,0.0,0.0,0.17324695545793248,0.0006451062935215637,1,False,0.0,0.0,0.0,1.433560241967336,0.0,0.0,1.433560241967336,1.036426357689385,1.433560241967336,1.433560241967336,per_group,23
23756767,1,23756767,1,0.2903192937374115,0.2903192937374115,0.17632630467414856,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,0.0,0.0,0.9910354110624984,0.9910354110624984,0.0,0.0,0.0,0.0,0.0009365065104132187,1,True,0.0,0.0,0.0,2.087537759492216,0.0,0.0,2.087537759492216,0.7280540924743023,2.087537759492216,2.087537759492216,per_group,25
23769455,1,23769455,1,0.5313498973846436,0.5313498973846436,0.5127107501029968,0.25,0.25,0.25,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.4765806111696523,0.0,0.0,0.9429158110882957,0.9429158110882957,0.0,0.0,0.0,0.0,0.09962968788692947,1,True,0.25,0.25,0.25,4.535910396835855,0.0,0.0,3.785910396835855,2.4264267298179414,3.785910396835855,3.785910396835855,per_group,0
23793502,1,23793502,1,0.3029647767543793,0.3029647767543793,0.18762220442295074,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,0.0,0.0,0.9910354110624984,0.9910354110624984,0.0,0.0,0.0,0.0,0.008041265025711473,1,True,0.0,0.0,0.0,2.09978557346038,0.0,0.0,2.09978557346038,0.7403019064424661,2.09978557346038,2.09978557346038,per_group,25
23799941,1,23799941,1,0.0122252590954303,0.0122252590954303,0.05169243738055229,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00671757067319404,1,True,0.0,0.0,0.0,1.3712791454962163,0.0,0.0,1.3712791454962163,0.011795478478302451,1.3712791454962163,1.3712791454962163,per_group,104
23802496,0,23802496,0,0.3677310548648685,0.3677310548648685,0.3211902124214987,0.3333333333333333,0.33333333333333337,0.0,26,0,1.0,0.26475592285196714,1.0,0.26475592285196714,0.42158530761732244,1.0,1.0,0.7145790554414785,0.7145790554414785,0.0,0.0,0.0,0.17324695545793248,0.06297973064575584,1,False,0.0,0.0,0.0,6.760489996916041,0.0,0.0,6.760489996916041,6.36335611263809,6.760489996916041,6.760489996916041,per_group,12
23807441,0,23807441,0,0.4452596069309439,0.4452596069309439,0.3465409134699981,0.0,0.0,0.0,26,0,1.0,0.26475592285196714,1.0,0.26475592285196714,0.0,1.0,1.0,0.9910354110624984,0.9910354110624984,0.0,0.0,0.0,0.17324695545793248,0.006224872414388214,1,False,0.0,0.0,0.0,5.943714558910001,0.0,0.0,5.943714558910001,5.54658067463205,5.943714558910001,5.943714558910001,per_group,25
23815405,1,23815405,1,0.4358689785003662,0.4358689785003662,0.3362751603126526,0.25,0.25,0.25,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.4765806111696523,0.0,0.0,0.9910354110624984,0.9910354110624984,0.0,0.0,0.0,0.0,0.08760354493925299,1,True,0.25,0.25,0.25,4.4799776188312315,0.0,0.0,3.729977618831232,2.370493951813318,3.729977618831232,3.729977618831232,per_group,25
23832567,1,23832567,1,0.3310514390468597,0.3310514390468597,0.2240862250328064,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,0.0,0.0,0.9910354110624984,0.9910354110624984,0.0,0.0,0.0,0.0,0.000712884704361507,1,True,0.0,0.0,0.0,2.120056389197959,0.0,0.0,2.120056389197959,0.7605727221800453,2.120056389197959,2.120056389197959,per_group,25
23840343,1,23840343,1,0.3420547842979431,0.3420547842979431,0.25598061084747314,0.0,0.0,0.0,89,0,1.0,0.9063224446786091,1.0,0.9063224446786091,0.0,1.0,1.0,0.9429158110882957,0.9429158110882957,0.0,0.0,0.0,0.0,0.0001758938776077443,1,True,0.0,0.0,0.0,6.1046381681636985,0.0,0.0,6.1046381681636985,4.745154501145785,6.1046381681636985,6.1046381681636985,per_group,0
