dataset,method,task,label_column,classifier,comparison_mode,training_mode,imbalance_mode,early_stop_metric,debias_mode,group_robust_weight,group_weight_mode,worst_group_boost_factor,min_support_boost_factor,min_group_support_threshold,min_group_support_train,min_group_support_eval,report_small_group_metrics,rebalance_batches_by_group,fairness_score_alpha,fairness_score_beta,adversary_loss_weight,gradient_reversal_lambda,adversary_warmup_epochs,group_robust_warmup_epochs,adversary_hidden_dim,adversary_num_layers,adversary_dropout,protected_attribute_column,protected_probe_model_type,status,run_count,evaluation_seed_count,repeated_split_count,mean_macro_f1,std_macro_f1,mean_worst_group_f1_raw,std_worst_group_f1_raw,mean_worst_group_f1_supported,std_worst_group_f1_supported,mean_macro_f1_gap_raw,std_macro_f1_gap_raw,mean_macro_f1_gap_supported,std_macro_f1_gap_supported,mean_protected_probe_macro_f1,std_protected_probe_macro_f1,collapsed_groups_notes,collapsed_group_run_count
graph_spa_500_0,graphsage,node_classification,gender,graphsage,baseline,baseline,none,accuracy,none,0.0,none,2.0,2.0,10,10,10,True,False,0.25,0.25,1.0,1.0,0,0,64,1,0.2,region,linear,ok,9,3,3,0.9226346399469352,0.023861858391349244,0.18148148148148147,0.169866404377313,0.9191687163181013,0.025066732771369525,0.8185185185185185,0.16986640437731299,0.060644615649482175,0.033918760170560815,0.7689261295291929,0.06922301130972403,"acton,desert_view_highlands,lake_los_angeles,leona_valley,littlerock,northeast_antelope_valley,northwest_antelope_valley,northwest_palmdale,quartz_hill,southeast_antelope_valley,sun_village",9
