dataset,method,task,status,evaluation_base_seed,evaluation_repeat_index,effective_random_seed,evaluation_seed_count,repeated_split_count,runtime_seconds,embedding_runtime_seconds,embedding_dim,node_count,evaluated_count,train_count,test_count,label_column,classifier,edge_feature,clustering_method,clustering_category,clustering_requested_input_mode,clustering_input_mode,num_clusters_found,cluster_size_summary,silhouette_score,davies_bouldin_score,calinski_harabasz_score,comparison_mode,training_mode,imbalance_mode,early_stop_metric,debias_mode,group_robust_weight,group_weight_mode,worst_group_boost_factor,min_support_boost_factor,min_group_support_threshold,min_group_support_train,min_group_support_eval,report_small_group_metrics,rebalance_batches_by_group,fairness_score_alpha,fairness_score_beta,adversary_loss_weight,gradient_reversal_lambda,adversary_warmup_epochs,group_robust_warmup_epochs,adversary_hidden_dim,adversary_num_layers,adversary_dropout,accuracy,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_precision,macro_recall,roc_auc,average_precision,nmi,ari,protected_attribute_column,best_group_accuracy,worst_group_accuracy,group_accuracy_gap,accuracy_gap,worst_group_accuracy_raw,accuracy_gap_raw,worst_group_accuracy_supported,accuracy_gap_supported,best_group_accuracy_name,best_group_accuracy_count,worst_group_accuracy_name,worst_group_accuracy_count,best_group_accuracy_supported_name,best_group_accuracy_supported_count,worst_group_accuracy_supported_name,worst_group_accuracy_supported_count,best_group_macro_f1,worst_group_macro_f1,group_macro_f1_gap,best_group_f1,worst_group_f1,macro_f1_gap,worst_group_f1_raw,macro_f1_gap_raw,worst_group_f1_supported,macro_f1_gap_supported,best_group_f1_name,best_group_f1_count,worst_group_f1_name,worst_group_f1_count,best_group_f1_supported_name,best_group_f1_supported_count,worst_group_f1_supported_name,worst_group_f1_supported_count,support_threshold_used,supported_group_count,protected_probe_status,protected_probe_accuracy,protected_probe_macro_f1,protected_probe_model_type,protected_probe_reason,per_class_metrics_json,confusion_matrix_json,class_distribution_json,per_group_metrics_json,per_group_confusion_json,group_error_diagnostics_json,split_diagnostics_json,group_support_counts_json,groups_below_support_threshold_json,small_group_metrics_json,collapsed_groups,small_group_count,max_group_error,best_epoch,training_history_json,notes,unavailable_reason,skipped_reason
graph_spa_500_0,deepwalk,node_clustering,ok,,,,,,1.5504364999997051,2.3661480999999185,64,500,500,500,,gender,spectral,,spectral,embedding_space,embedding,embedding,2,"0:483,1:17",0.13868307996445434,1.2921961496625398,19.476210796291895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055788919297052285,0.001694411800864234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusters=2; category=embedding_space; input_mode=embedding,,
