dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,community_category,community_input_mode,community_requested_input_mode,comparison_baseline_method,delta_f_score
graph_spa_500_0,kmeans,ic,degree,baseline,"[13, 271]",2.0,0.0,2,True,0.0,0.8461538461538461,-0.4230769230769231,500,full,False,False,False,False,False,off,,0.00046270000166259706,0.0007256999997480307,0.0011884000014106277,2,2,2,2,False,,,,,,,,,,off,none,none,,False,False,off,,,11,0.0,0.15384615384615385,"acton,desert_view_highlands,lake_los_angeles",0.021436460087266657,2,393,107,250.0,143.0,embedding_space,feature,auto,hybrid_siea,0.0
graph_spa_500_0,kmeans,ic,hybrid_siea,proposed,"[271, 55]",2.0,0.0,2,True,0.0,0.8461538461538461,-0.4230769230769231,500,full,True,True,True,True,False,off,history=graph_spa_500_0_budget2_kmeans_hybrid_siea_history.csv,0.03071319999980915,0.0005528000001504552,0.031265999999959604,2,2,2,2,False,,,,,,,,,,off,none,none,,False,False,off,,,11,0.0,0.15384615384615385,"acton,desert_view_highlands,lake_los_angeles",0.021436460087266657,2,393,107,250.0,143.0,embedding_space,feature,auto,hybrid_siea,0.0
