permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,embedding_method,clustering_method,optimizer_mode,ranking_mode,initialization,refinement,bias_control,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,notes,skipped_reason
community_aware_fair_greedy,ok,graph_spa_500_0,region,ic,leiden,none,none,local_search,fairness_weighted_greedy,community_round_robin,swap_local_search,none,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[106, 116, 164, 178, 2, 21, 212, 227, 229, 23, 243, 250, 260, 261, 263, 311, 315, 34, 354, 364, 380, 391, 41, 419, 420, 423, 426, 428, 431, 44, 461, 468, 475, 480, 488, 495, 53, 73, 75, 9]",41.441,1.4410000000000025,0.06472511848341232,0.030686939580311774,0.017019089451550274,39.88133799999923,39.72685179999826,0.15448620000097435,20,1000,diffusion=ic; community=leiden; ranking=fairness_weighted_greedy; optimizer=local_search; refinement=swap_local_search; search_estimator=monte_carlo; final_estimator=monte_carlo,"initial_rr=[12, 13, 14, 15, 17, 18, 21, 223, 229, 238, 24, 241, 264, 265, 267, 268, 269, 271, 278, 281, 284, 287, 30, 303, 312, 326, 33, 331, 38, 39, 40, 44, 464, 465, 481, 485, 5, 53, 59, 6]; greedy=[106, 116, 164, 178, 2, 21, 212, 227, 229, 23, 243, 250, 260, 261, 289, 311, 315, 34, 354, 364, 380, 391, 41, 419, 420, 423, 426, 428, 431, 44, 461, 468, 475, 480, 488, 495, 53, 73, 75, 9]; communities=19; modularity=0.802180",
graphsage_fair_ris_hybrid,ok,graph_spa_500_0,region,ic,leiden,graphsage,none,hybrid_si_ea,graphsage_plus_fair_ris,hybrid_population,swap_local_search+repair,worst_group_aware,fairness_aware_ris,monte_carlo,ris_guidance,ris_guidance,monte_carlo,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[104, 108, 12, 135, 14, 15, 18, 19, 21, 223, 228, 245, 251, 257, 261, 263, 265, 271, 275, 278, 287, 298, 3, 315, 326, 34, 344, 37, 380, 4, 40, 429, 463, 464, 467, 480, 485, 493, 53, 6]",42.2,2.200000000000003,0.06482323232323232,0.03458220226149967,0.015120515030866328,25.875118799998745,25.64541289999761,0.2297059000011359,20,1000,diffusion=ic; community=leiden; ranking=graphsage_plus_fair_ris; optimizer=hybrid_si_ea; refinement=swap_local_search+repair; search_estimator=fairness_aware_ris; final_estimator=monte_carlo; embedding=graphsage; bias_control=worst_group_aware,"ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.000, ris=1.000, fair_ris=0.500, fairness=0.200, diversity=0.000); target=gnn_label_score; target_variance=0.002914; gnn_model_type=graphsage; node2vec_mode=off; feature_shape=(500, 53); edge_index_shape=(2, 1938); cache=miss; label_variance=0.006410; ris_num_rr_sets=16; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=graph_spa_500_0_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv; GraphSAGE ranking and fair RIS guidance delegated to existing gnn_ris hybrid path.",
infomap_graphcl_maximin,ok,graph_spa_500_0,region,ic,infomap,graphcl,spectral,local_search,maximin_greedy,maximin_greedy,swap_local_search,mild_adversarial_optional,monte_carlo,monte_carlo,monte_carlo,none,monte_carlo,infomap+maximin_greedy+swap_local_search,exploratory_fairness,"[129, 13, 137, 147, 179, 18, 207, 21, 238, 25, 263, 266, 271, 279, 297, 308, 327, 332, 36, 360, 368, 382, 389, 405, 410, 411, 422, 44, 447, 461, 47, 474, 488, 491, 50, 52, 7, 70, 71, 91]",42.185,2.1850000000000023,0.0,0.49648424876586544,-0.24824212438293272,58.75492920000033,58.52843849999772,0.22649070000261418,20,1000,diffusion=ic; community=infomap; ranking=maximin_greedy; optimizer=local_search; refinement=swap_local_search; search_estimator=monte_carlo; final_estimator=monte_carlo; embedding=graphcl; clustering=spectral; bias_control=mild_adversarial_optional,"GraphCL embedding and spectral clustering are optional exploratory modules; the runnable FIM path uses Infomap plus maximin/worst-group search.; initial_maximin=[129, 13, 137, 147, 179, 18, 207, 21, 25, 263, 266, 271, 279, 297, 308, 327, 332, 36, 360, 368, 382, 389, 405, 410, 411, 422, 44, 447, 458, 461, 47, 474, 488, 491, 50, 52, 7, 70, 71, 91]; communities=60; modularity=0.732486; optional_graphcl_clustering=not_materialized_in_fim_path",
