dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,extra_spread,seed_set_size,spread_includes_seed_nodes,mf,dcv,f_score,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,search_runtime_seconds,final_eval_runtime_seconds,runtime_seconds,mc_runs_search,mc_runs_eval,mc_runs_search_used,mc_runs_eval_used,final_recheck_applied,final_recheck_top_k_rank,final_recheck_mc_runs_used,final_recheck_random_seed,final_recheck_total_spread,final_recheck_extra_spread,final_recheck_mf,final_recheck_dcv,final_recheck_f_score,final_recheck_runtime_seconds,ml_guidance_mode,guidance_mode,ml_backend,gnn_model_type,graphsage_enabled,ris_enabled,ris_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
graph_spa_500_0,leiden,ic,hybrid_siea,proposed,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",42.58,2.5799999999999983,40,True,0.06651184834123224,0.03783770258696741,0.014337072877132411,500,full,True,True,True,True,False,off,history=graph_spa_500_0_budget40_leiden_hybrid_siea_history.csv,183.10507419999976,0.2602237999999488,183.3652979999997,20,1000,20,1000,False,,,,,,,,,,off,none,none,,False,False,off,,,0,1.0123333333333333,1.0,"lancaster,quartz_hill,palmdale",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea,0.0
graph_spa_500_0,leiden,ic,hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search,ml_guided,"[108, 15, 196, 21, 22, 223, 229, 238, 254, 256, 261, 264, 266, 268, 269, 271, 275, 287, 298, 3, 312, 317, 33, 331, 37, 371, 372, 40, 429, 463, 464, 471, 479, 480, 485, 492, 77, 80, 85, 9]",42.323,2.3230000000000004,40,True,0.05645497630331754,0.03360460291466961,0.011425186694323967,500,full,True,True,True,True,False,off,"ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; backend=gnn_ris; weights=(graphsage=1.250, ris=1.000, fair_ris=0.500, fairness=0.250, diversity=0.150); target=gnn_label_score; target_variance=0.002914; gnn_model_type=graphsage; node2vec_mode=off; feature_shape=(500, 53); edge_index_shape=(2, 1938); cache=hit; label_variance=0.006410; ris_num_rr_sets=256; ris_mode=weak_group_weighted; fair_ris_enabled=True; ris_reuse_rr_sets=True; history=graph_spa_500_0_budget40_leiden_hybrid_siea_ml_gnn_ris_two_tier_tuned_swap_local_search_history.csv",35.21303600000101,0.22874190000038652,35.4417779000014,20,1000,20,1000,False,,,,,,,,,,two_tier,gnn_ris,gnn_ris,graphsage,True,True,weak_group_weighted,0.20881541515242197,0.475,0,1.0103333333333333,1.0,"lancaster,palmdale,acton",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea,-0.0029118861828084444
