generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.018785749223470333,0.018785749223470333,42.6,0.06944444444444445,0.03187294599750378,-0.0053046681458672985,0.5841426002768451,"[1, 12, 13, 14, 17, 18, 21, 223, 238, 24, 241, 256, 261, 263, 264, 265, 266, 267, 271, 282, 287, 298, 303, 312, 326, 33, 35, 350, 36, 37, 40, 461, 464, 465, 479, 481, 492, 52, 55, 6]",20,3200,0,3255,0,1.0,1.0,"palmdale,lancaster,quartz_hill"
1,0.019757083447069026,0.019757083447069026,42.55,0.07045454545454545,0.0309403785604074,0.014401164473157063,0.5361064194710867,"[12, 13, 14, 15, 17, 18, 2, 21, 22, 223, 23, 238, 24, 245, 259, 261, 263, 264, 265, 266, 271, 275, 282, 287, 303, 312, 327, 33, 340, 37, 39, 40, 411, 461, 464, 465, 479, 481, 492, 6]",20,3040,0,2916,0,1.0,1.0,"palmdale,lancaster,quartz_hill"
2,0.019757083447069026,0.019757083447069026,42.55,0.07045454545454545,0.0309403785604074,0.01660978074357438,0.5130408169594263,"[12, 13, 14, 15, 17, 18, 2, 21, 22, 223, 23, 238, 24, 245, 259, 261, 263, 264, 265, 266, 271, 275, 282, 287, 303, 312, 327, 33, 340, 37, 39, 40, 411, 461, 464, 465, 479, 481, 492, 6]",20,3120,0,2837,0,1.0,1.0,"palmdale,lancaster,quartz_hill"
3,0.019757083447069026,0.019757083447069026,42.55,0.07045454545454545,0.0309403785604074,0.018045288982971162,0.5104672248672819,"[12, 13, 14, 15, 17, 18, 2, 21, 22, 223, 23, 238, 24, 245, 259, 261, 263, 264, 265, 266, 271, 275, 282, 287, 303, 312, 327, 33, 340, 37, 39, 40, 411, 461, 464, 465, 479, 481, 492, 6]",20,3200,0,2919,0,1.0,1.0,"palmdale,lancaster,quartz_hill"
4,0.01998159054419566,0.01998159054419566,43.4,0.07298578199052133,0.03302260090213001,0.01858085030422229,0.4837021865674941,"[0, 12, 127, 13, 14, 17, 18, 21, 22, 223, 238, 245, 259, 262, 263, 264, 265, 267, 271, 275, 278, 287, 303, 317, 327, 33, 35, 37, 38, 380, 39, 411, 461, 464, 465, 480, 481, 492, 6, 77]",20,3200,0,2916,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
5,0.021301674931575837,0.021301674931575837,42.9,0.06800947867298578,0.025406128809834103,0.018912692416503986,0.49321340800757696,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",20,3120,0,2915,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
6,0.021301674931575837,0.021301674931575837,42.9,0.06800947867298578,0.025406128809834103,0.01913019584719188,0.4857777165531511,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",20,3200,0,2999,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
7,0.021301674931575837,0.021301674931575837,42.9,0.06800947867298578,0.025406128809834103,0.019168487080317816,0.48172542879736163,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",20,3200,0,3154,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
8,0.021301674931575837,0.021301674931575837,42.9,0.06800947867298578,0.025406128809834103,0.019342647114440642,0.47645867391259256,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",20,3200,0,2998,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
9,0.021301674931575837,0.021301674931575837,42.9,0.06800947867298578,0.025406128809834103,0.019414109557260965,0.4687462454295348,"[1, 12, 13, 14, 15, 17, 18, 21, 227, 23, 238, 243, 256, 261, 263, 264, 265, 266, 269, 271, 275, 281, 282, 287, 297, 30, 303, 33, 331, 350, 37, 461, 464, 465, 479, 481, 492, 53, 6, 77]",20,3200,0,2835,0,1.0,1.0,"lancaster,palmdale,quartz_hill"
