generation,best_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set
0,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.08590994774808988,0.883673469387755,"[16447060, 2140491, 22303562, 8820652]"
1,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.05831419231188151,0.79421768707483,"[16447060, 2140491, 22303562, 8820652]"
2,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.055304481680154005,0.7574829931972789,"[16447060, 2140491, 22303562, 8820652]"
3,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.05242108785075292,0.7129251700680271,"[16447060, 2140491, 22303562, 8820652]"
4,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.05242108785075292,0.7129251700680271,"[16447060, 2140491, 22303562, 8820652]"
5,-0.03631146832598739,5.95,0.001234119782214156,0.07385705643418894,-0.048655292817647466,0.713265306122449,"[16447060, 2140491, 22303562, 8820652]"
