node_id,candidate_group,ml_score,ris_score,fair_ris_score,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization
0,northwest_antelope_valley,0.41460713405705296,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,0.5971446637935213,0.0,0.0,3.603912299804383,3.603912299804383,3.603912299804383,3.603912299804383,per_group
1,northwest_antelope_valley,0.27847608829118065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,1.0,0.0,0.0,0.789191635009568,0.789191635009568,0.789191635009568,0.789191635009568,per_group
10,northeast_antelope_valley,0.17153099820515225,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.278879015721121,0.25363742181536736,0.0,0.0,3.249678198827801,3.249678198827801,3.249678198827801,3.249678198827801,per_group
100,lancaster,0.7865621345522608,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.15924334124376696,0.0,0.0,1.2091088291020025,1.2091088291020025,1.2091088291020025,1.2091088291020025,per_group
101,lancaster,0.6730852201894465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14686333107417737,0.0,0.0,0.500532320347448,0.500532320347448,0.500532320347448,0.500532320347448,per_group
102,lancaster,0.744973400520616,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22519104744883667,0.0,0.0,1.2598529231875317,1.2598529231875317,1.2598529231875317,1.2598529231875317,per_group
103,lancaster,0.24275446565098158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.0,0.0,0.17900757587309266,0.17900757587309266,0.17900757587309266,0.17900757587309266,per_group
104,lancaster,0.48672617634152293,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0,0.0,0.3106924487803334,0.0,0.0,0.7361801465284661,0.7361801465284661,0.7361801465284661,0.7361801465284661,per_group
105,lancaster,0.46524312036407955,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.023422643589314326,0.0,0.0,0.8903547129727185,0.8903547129727185,0.8903547129727185,0.8903547129727185,per_group
106,lancaster,0.6003986952113792,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.04503878829105072,0.0,0.0,0.9892868443061755,0.9892868443061755,0.9892868443061755,0.9892868443061755,per_group
107,lancaster,0.34938715970082934,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.07741916468913608,0.0,0.0,0.8200548447284076,0.8200548447284076,0.8200548447284076,0.8200548447284076,per_group
