node_id,candidate_group,ml_score,ris_score,fair_ris_score,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization
0,northwest_antelope_valley,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,0.5971446637935213,0.0,0.0,4.013687305964446,4.013687305964446,4.013687305964446,4.013687305964446,per_group
1,northwest_antelope_valley,0.0033836157102382896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,1.0,0.0,0.0,0.5966269042029084,0.5966269042029084,0.5966269042029084,0.5966269042029084,per_group
10,northeast_antelope_valley,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.278879015721121,0.25363742181536736,0.0,0.0,3.8296065000841946,3.8296065000841946,3.8296065000841946,3.8296065000841946,per_group
100,lancaster,0.004461933923790861,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.15924334124376696,0.0,0.0,0.6616386886620736,0.6616386886620736,0.6616386886620736,0.6616386886620736,per_group
101,lancaster,0.28875112466878483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14686333107417737,0.0,0.0,0.23149845348298484,0.23149845348298484,0.23149845348298484,0.23149845348298484,per_group
102,lancaster,0.0024025675526007312,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22519104744883667,0.0,0.0,0.7400533401099212,0.7400533401099212,0.7400533401099212,0.7400533401099212,per_group
103,lancaster,0.2889821908107247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.0,0.0,0.2113669834849128,0.2113669834849128,0.2113669834849128,0.2113669834849128,per_group
104,lancaster,0.2885758074811274,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0,0.0,0.3106924487803334,0.0,0.0,0.5974748883261892,0.5974748883261892,0.5974748883261892,0.5974748883261892,per_group
105,lancaster,0.0027660507345216743,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.023422643589314326,0.0,0.0,0.566620764232028,0.566620764232028,0.566620764232028,0.566620764232028,per_group
106,lancaster,0.0034862210353653316,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.04503878829105072,0.0,0.0,0.5714481123829659,0.5714481123829659,0.5714481123829659,0.5714481123829659,per_group
107,lancaster,0.0071133010952174084,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.07741916468913608,0.0,0.0,0.5804631437044794,0.5804631437044794,0.5804631437044794,0.5804631437044794,per_group
108,lancaster,0.5046780805836799,0.6,0.5999999999999999,0.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.09286100949301793,0.0,0.0,2.051846858307179,2.051846858307179,2.051846858307179,2.051846858307179,per_group
