node_id,candidate_group,ml_score,ris_score,fair_ris_score,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization
0,northwest_antelope_valley,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,0.5971446637935213,0.0,0.0,3.3136873059644456,3.3136873059644456,3.3136873059644456,3.3136873059644456,per_group
1,northwest_antelope_valley,0.7717896661976688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39425837320574164,1.0,0.0,0.0,1.1345111395441096,1.1345111395441096,1.1345111395441096,1.1345111395441096,per_group
10,northeast_antelope_valley,0.8035749322298835,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.278879015721121,0.25363742181536736,0.0,0.0,3.692108952645113,3.692108952645113,3.692108952645113,3.692108952645113,per_group
100,lancaster,0.7103213250874326,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.15924334124376696,0.0,0.0,1.1557402624766226,1.1557402624766226,1.1557402624766226,1.1557402624766226,per_group
101,lancaster,0.7025437031554826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14686333107417737,0.0,0.0,0.5211532584236733,0.5211532584236733,0.5211532584236733,0.5211532584236733,per_group
102,lancaster,0.467145471171949,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22519104744883667,0.0,0.0,1.065373372643465,1.065373372643465,1.065373372643465,1.065373372643465,per_group
103,lancaster,0.5978379013227961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.0,0.0,0.42756598084336284,0.42756598084336284,0.42756598084336284,0.42756598084336284,per_group
104,lancaster,0.19612537164494154,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0,0.0,0.3106924487803334,0.0,0.0,0.5327595832408591,0.5327595832408591,0.5327595832408591,0.5327595832408591,per_group
105,lancaster,0.6967769316621353,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.023422643589314326,0.0,0.0,1.0524283808813575,1.0524283808813575,1.0524283808813575,1.0524283808813575,per_group
106,lancaster,0.780779827813879,0.2,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.04503878829105072,0.0,0.0,1.1155536371279253,1.1155536371279253,1.1155536371279253,1.1155536371279253,per_group
