epoch,train_loss,validation_loss
1,0.010508498176932335,0.011263026855885983
2,0.007894928567111492,0.012245629914104939
3,0.008652845397591591,0.010748287662863731
4,0.007219552528113127,0.009760514833033085
5,0.00647349376231432,0.009663796052336693
6,0.006463115103542805,0.00966606941074133
7,0.0065747834742069244,0.009365638718008995
8,0.006415109615772963,0.008919854648411274
9,0.005814031697809696,0.008735467679798603
10,0.005503618158400059,0.008901718072593212
11,0.005456318613141775,0.008804719895124435
12,0.005460311193019152,0.008219673298299313
13,0.004616840276867151,0.007600756362080574
14,0.004398638382554054,0.0073315356858074665
15,0.004525393713265657,0.007102572824805975
16,0.004422307480126619,0.006676905322819948
17,0.0037932218983769417,0.0063393800519406796
18,0.0036098146811127663,0.006180492229759693
19,0.0035043947864323854,0.00585006782785058
20,0.0033944123424589634,0.00547535065561533
21,0.0030397605150938034,0.005502520129084587
22,0.002880074316635728,0.005428689066320658
23,0.003437330713495612,0.0049016401171684265
24,0.003053852589800954,0.004644467029720545
25,0.003062245436012745,0.0045644924975931644
26,0.0030974659603089094,0.004491716623306274
27,0.002505622338503599,0.004597572609782219
28,0.002633823547512293,0.004586267285048962
29,0.0026479593943804502,0.004366651177406311
30,0.0020488097798079252,0.004260462708771229
31,0.0020471117459237576,0.004233911167830229
32,0.002148532075807452,0.004170433152467012
33,0.0018479941645637155,0.0042676315642893314
34,0.0020288750529289246,0.004235780332237482
35,0.0019890873227268457,0.004011807031929493
36,0.0016234860522672534,0.003863986348733306
37,0.0016628897283226252,0.003773733275011182
38,0.0017935868818312883,0.003788816509768367
39,0.0016888189129531384,0.00393954012542963
40,0.001874712761491537,0.003925166558474302
41,0.001809634268283844,0.0037208625581115484
42,0.0015399203402921557,0.0037367241457104683
43,0.0017715372378006577,0.0037827619817107916
44,0.0017004715045914054,0.0039044462610036135
45,0.0014392274897545576,0.0040185898542404175
46,0.0016788626089692116,0.004006798379123211
47,0.0013761306181550026,0.003950093407183886
48,0.0017771453130990267,0.003922404255717993
49,0.0014422039967030287,0.003950091544538736
50,0.0013986359117552638,0.004034683108329773
