community_id,community_size
0,38
1,43
2,53
3,37
4,65
5,46
6,42
7,103
8,2
9,1
10,2
11,53
12,1
13,1
14,1
15,2
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
