rank,node
1,107
2,113
3,125
4,127
5,13
6,142
7,158
8,162
9,170
10,175
11,18
12,180
13,227
14,232
15,24
16,246
17,267
18,278
19,279
20,285
21,307
22,34
23,341
24,343
25,384
26,39
27,396
28,400
29,403
30,424
31,428
32,459
33,460
34,464
35,468
36,482
37,487
38,488
39,87
40,99
