generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.009560708898944175,0.009560708898944175,22.1,0.0425,0.023378582202111652,-0.03309200026665706,0.7690728471193099,"[11, 167, 169, 178, 203, 229, 235, 277, 326, 330, 331, 411, 423, 463, 477, 495, 498, 54, 65, 7]",0,7.366666666666667,1.0,"1,0,2"
1,0.009560708898944175,0.009560708898944175,22.1,0.0425,0.023378582202111652,-0.015456925814260287,0.779632057088605,"[11, 167, 169, 178, 203, 229, 235, 277, 326, 330, 331, 411, 423, 463, 477, 495, 498, 54, 65, 7]",0,7.366666666666667,1.0,"1,0,2"
2,0.010375346434870248,0.010375346434870248,22.05,0.042166666666666665,0.02141597379692617,-0.0016368149671905526,0.7900732671018107,"[121, 141, 201, 203, 209, 235, 248, 264, 291, 331, 381, 399, 416, 423, 436, 449, 466, 498, 65, 9]",0,7.3500000000000005,1.0,"1,0,2"
3,0.010375346434870248,0.010375346434870248,22.05,0.042166666666666665,0.02141597379692617,0.003951954261838617,0.7929917349999352,"[121, 141, 201, 203, 209, 235, 248, 264, 291, 331, 381, 399, 416, 423, 436, 449, 466, 498, 65, 9]",0,7.3500000000000005,1.0,"1,0,2"
4,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.007279336714101273,0.7643126112981841,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
5,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.007846409035739261,0.7472328610364214,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
6,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.008626869676607753,0.7545906496001549,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
7,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.009002777121540842,0.7359913242213122,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
8,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.009002777121540842,0.7359913242213122,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
9,0.012474816502151362,0.012474816502151362,21.95,0.04266666666666667,0.01771703366236395,0.009581275479455484,0.7179719444747509,"[121, 13, 141, 18, 201, 235, 248, 264, 269, 291, 331, 381, 399, 416, 423, 439, 466, 498, 56, 9]",0,7.316666666666667,1.0,"2,0,1"
