generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.027351010101010115,-0.027351010101010115,4.4,0.007166666666666667,0.0618686868686869,-0.13447019235965865,0.9054834054834056,"[13, 248, 331, 445]",0,1.4666666666666668,1.0,"1,0,2"
1,-0.020858024691358022,-0.020858024691358022,4.5,0.007666666666666666,0.04938271604938271,-0.07305063374681581,0.8924963924963926,"[251, 29, 411, 439]",0,1.5,1.0,"1,0,2"
2,-0.020858024691358022,-0.020858024691358022,4.5,0.007666666666666666,0.04938271604938271,-0.024631613210947395,0.8502164502164503,"[251, 29, 411, 439]",0,1.5,1.0,"1,0,2"
3,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.023212716622436954,0.834920634920635,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
4,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.022335944647819638,0.7629148629148631,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
5,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.02204705375476208,0.7353535353535353,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
6,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.02166820691275097,0.7451659451659453,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
7,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.021203922465468445,0.7590187590187591,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
8,-0.01926279650436954,-0.01926279650436954,4.45,0.007666666666666666,0.04619225967540575,-0.021203922465468445,0.7590187590187591,"[127, 265, 411, 465]",0,1.4833333333333332,1.0,"1,0,2"
9,-0.0182222222222222,-0.0182222222222222,4.5,0.008,0.0444444444444444,-0.020759454639056176,0.7590187590187591,"[127, 203, 411, 445]",0,1.5,1.0,"1,0,2"
