generation,best_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set
0,-0.020887566137566142,4.2,0.007166666666666667,0.04894179894179895,-0.09351943467320559,0.8608843537414966,"[203, 292, 403, 444]"
1,-0.020887566137566142,4.2,0.007166666666666667,0.04894179894179895,-0.049710083950109424,0.7816326530612245,"[203, 292, 403, 444]"
2,-0.020887566137566142,4.2,0.007166666666666667,0.04894179894179895,-0.049710083950109424,0.7816326530612245,"[203, 292, 403, 444]"
3,-0.020887566137566142,4.2,0.007166666666666667,0.04894179894179895,-0.04036387039217397,0.7312925170068028,"[203, 292, 403, 444]"
4,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.02279104594842618,0.6843537414965988,"[203, 292, 327, 452]"
5,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.02030693246187744,0.6527210884353742,"[203, 292, 327, 452]"
