generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.00739232209737827,0.00739232209737827,22.25,0.0425,0.027715355805243463,-0.033202540175107986,0.7668199257487415,"[11, 167, 169, 178, 201, 203, 229, 235, 277, 326, 330, 331, 411, 423, 463, 477, 495, 498, 65, 7]",0,7.416666666666667,1.0,"1,0,2"
1,0.010911459110116829,0.010911459110116829,22.35,0.0432,0.021377081779766344,-0.012780656475782984,0.766689783065921,"[141, 167, 178, 203, 209, 264, 269, 291, 292, 330, 331, 401, 403, 411, 439, 453, 461, 53, 65, 9]",0,7.45,1.0,"0,2,1"
2,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,-0.004037699098762453,0.7557548437004022,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
3,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.004403711991198347,0.7224935673082653,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
4,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.006589792597709252,0.7113536753266655,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
5,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.007026892435776019,0.7301242800778807,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
6,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.007598666726300309,0.721841116994821,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
7,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.008848367808427288,0.7379986948764595,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
8,0.011780794369029677,0.011780794369029677,22.1,0.04266666666666667,0.019105077928607318,0.00919703104830303,0.731015288936697,"[106, 169, 178, 203, 248, 251, 264, 277, 291, 292, 342, 390, 405, 411, 423, 439, 452, 466, 59, 9]",0,7.366666666666667,1.0,"2,0,1"
9,0.020814122533748737,0.020814122533748737,21.4,0.04266666666666667,0.0010384215991691946,0.010319822640377199,0.7082229092499465,"[103, 106, 13, 169, 178, 201, 203, 248, 264, 277, 291, 292, 330, 342, 347, 411, 423, 439, 470, 477]",0,7.133333333333333,1.0,"2,0,1"
