generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.055998913160904946,0.8342437853279885,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
1,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.025262635718798332,0.797049316413846,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
2,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.020310200109693824,0.7865249818620514,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
3,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.015163684165331376,0.7768217502532655,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
4,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,-0.00030707687280811385,0.7170604479106785,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
5,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,0.0037605356879429237,0.7374086161760998,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
6,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,0.004834263204207753,0.7349686319179339,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
7,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,0.005761052183739,0.686818478059805,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
8,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,0.006278835928848501,0.6829739128304946,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
9,0.00999162257495592,0.00999162257495592,12.6,0.024833333333333332,0.004850088183421492,0.006278835928848501,0.6829739128304946,"[127, 13, 178, 269, 287, 292, 370, 405, 423, 448, 452, 9]",0,4.2,1.0,"1,0,2"
