generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.009560708898944175,0.009560708898944175,22.1,0.0425,0.023378582202111652,-0.024350253252503107,0.7737341981160284,"[11, 167, 169, 178, 203, 229, 235, 277, 326, 330, 331, 411, 423, 463, 477, 495, 498, 54, 65, 7]",0,7.366666666666667,1.0,"1,0,2"
1,0.009560708898944175,0.009560708898944175,22.1,0.0425,0.023378582202111652,-0.010731413071841611,0.8008760319790853,"[11, 167, 169, 178, 203, 229, 235, 277, 326, 330, 331, 411, 423, 463, 477, 495, 498, 54, 65, 7]",0,7.366666666666667,1.0,"1,0,2"
2,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,-0.00020416893874342467,0.7312863047802742,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
3,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.006014507737604984,0.7110944302264008,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
4,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.007190071317008753,0.6899859699545009,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
5,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.007569476719562301,0.6968997797772172,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
6,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.0083410965649434,0.680042908960609,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
7,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.009104009177384813,0.6645844965686879,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
8,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.009518716790766345,0.6645287434497172,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
9,0.01280747567844344,0.01280747567844344,21.7,0.042,0.01638504864311312,0.009518716790766345,0.6645287434497172,"[11, 121, 127, 167, 169, 178, 203, 229, 235, 269, 277, 326, 330, 331, 368, 411, 429, 471, 477, 7]",0,7.233333333333333,1.0,"0,2,1"
