generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.019309523809523818,-0.019309523809523818,4.9,0.009000000000000001,0.04761904761904764,-0.03480952087778174,0.8565656565656566,"[178, 251, 358, 439]",0,1.6333333333333335,1.0,"1,0,2"
1,-0.01850518925518922,-0.01850518925518922,4.55,0.008166666666666668,0.04517704517704511,-0.021062354696359045,0.8372294372294373,"[269, 411, 447, 9]",0,1.5166666666666668,1.0,"1,0,2"
2,-0.015253546099290801,-0.015253546099290801,4.7,0.008499999999999999,0.0390070921985816,-0.01966991793251296,0.8238095238095239,"[178, 411, 444, 9]",0,1.5666666666666664,1.0,"1,0,2"
3,-0.015253546099290801,-0.015253546099290801,4.7,0.008499999999999999,0.0390070921985816,-0.018875888343356007,0.8128427128427128,"[178, 411, 444, 9]",0,1.5666666666666664,1.0,"1,0,2"
4,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017919686835524067,0.8125541125541126,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
5,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.017045503663090156,0.7952380952380953,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
6,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.01675620692587675,0.7767676767676768,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
7,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.016616670398079274,0.819047619047619,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
8,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.016529915164584914,0.8128427128427129,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
9,-0.014636473429951665,-0.014636473429951665,4.6,0.008166666666666668,0.03743961352657,-0.01620752217914845,0.8186147186147187,"[209, 411, 439, 9]",0,1.5333333333333332,1.0,"1,0,2"
