generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.010949019607843146,0.010949019607843146,13.6,0.0268,0.004901960784313708,-0.035477795113292694,0.861740166706576,"[13, 167, 178, 203, 209, 216, 291, 327, 331, 399, 444, 445]",0,4.533333333333333,1.0,"0,1,2"
1,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,-0.003541711481901321,0.8585870125420293,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
2,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.00287223703844321,0.823437182067366,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
3,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.003334200736249175,0.8096160541626101,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
4,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.004581618076961534,0.8318316861140439,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
5,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.007003057779856573,0.8096132294794784,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
6,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.00936698984717575,0.7735107983722136,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
7,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.010365060572985042,0.7689927959761168,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
8,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.010631026548566735,0.7580007410040817,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
9,0.011946867167919782,0.011946867167919782,13.3,0.0264,0.0025062656641604364,0.010791932398996779,0.7560463533333979,"[137, 167, 178, 209, 216, 291, 347, 348, 38, 396, 444, 470]",0,4.433333333333334,1.0,"0,1,2"
