generation,best_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set
0,-0.025433862433862434,4.2,0.007333333333333334,0.0582010582010582,-0.13168388168485784,0.85578231292517,"[134, 153, 327, 452]"
1,-0.021443798449612368,4.3,0.0075,0.050387596899224736,-0.11230553296164762,0.8523809523809524,"[167, 264, 370, 452]"
2,-0.021443798449612368,4.3,0.0075,0.050387596899224736,-0.08483033179428498,0.8027210884353743,"[167, 264, 370, 452]"
3,-0.017688271604938254,4.5,0.007833333333333333,0.04320987654320984,-0.047600365668540416,0.7020408163265307,"[251, 269, 370, 452]"
4,-0.017688271604938254,4.5,0.007833333333333333,0.04320987654320984,-0.03094950180584006,0.6435374149659864,"[251, 269, 370, 452]"
5,-0.017688271604938254,4.5,0.007833333333333333,0.04320987654320984,-0.03094950180584006,0.6435374149659864,"[251, 269, 370, 452]"
