generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.020887566137566142,-0.020887566137566142,4.2,0.007166666666666667,0.04894179894179895,-0.10144392266660947,0.8777777777777779,"[203, 292, 403, 444]",0,1.3999999999999997,1.0,"1,0,2"
1,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.06490137943165414,0.8158730158730158,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
2,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.03462647837160336,0.8108225108225109,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
3,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.028662493346535766,0.7988455988455988,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
4,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.023449524402139172,0.7581529581529581,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
5,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.022516794323575767,0.7818181818181817,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
6,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.02180233353926204,0.7932178932178933,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
7,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.02144255657611228,0.7932178932178933,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
8,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.02083744544610185,0.7867243867243868,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
9,-0.014847222222222227,-0.014847222222222227,4.8,0.008499999999999999,0.038194444444444454,-0.02066566500553056,0.7917748917748918,"[203, 292, 403, 465]",0,1.5999999999999999,1.0,"1,0,2"
