generation,best_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set
0,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.020019677719065983,0.8668109668109669,"[116, 13, 331, 458]"
1,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.019175285620344543,0.8636363636363636,"[116, 13, 331, 458]"
2,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.018976218447924655,0.8365079365079365,"[116, 13, 331, 458]"
3,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.018556646579224876,0.8437229437229437,"[116, 13, 331, 458]"
4,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.018069825308811873,0.8324675324675326,"[116, 13, 331, 458]"
5,-0.016227299880525677,4.65,0.008166666666666668,0.040621266427718024,-0.018069825308811873,0.8324675324675326,"[116, 13, 331, 458]"
6,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.01774408337124044,0.8307359307359308,"[108, 390, 458, 49]"
7,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.01774408337124044,0.8422799422799424,"[108, 390, 458, 49]"
8,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.01774408337124044,0.8422799422799424,"[108, 390, 458, 49]"
9,-0.01614652014652015,4.55,0.008,0.0402930402930403,-0.01767126036091743,0.8314574314574315,"[108, 390, 458, 49]"
