generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.010949019607843146,0.010949019607843146,13.6,0.0268,0.004901960784313708,-0.03860252908395626,0.860753752258176,"[13, 167, 178, 203, 209, 216, 291, 327, 331, 399, 444, 445]",0,4.533333333333333,1.0,"0,1,2"
1,0.010949019607843146,0.010949019607843146,13.6,0.0268,0.004901960784313708,-0.012930005025960008,0.8597738957526766,"[13, 167, 178, 203, 209, 216, 291, 327, 331, 399, 444, 445]",0,4.533333333333333,1.0,"0,1,2"
2,0.011320300751879677,0.011320300751879677,13.3,0.0264,0.0037593984962406477,0.0027117540599740793,0.8415781153192281,"[118, 133, 134, 203, 248, 251, 327, 330, 348, 477, 498, 73]",0,4.433333333333334,1.0,"0,1,2"
3,0.011320300751879677,0.011320300751879677,13.3,0.0264,0.0037593984962406477,0.004441533532587139,0.8334542453376506,"[118, 133, 134, 203, 248, 251, 327, 330, 348, 477, 498, 73]",0,4.433333333333334,1.0,"0,1,2"
4,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.007025193246058759,0.814837423644433,"[133, 167, 178, 203, 209, 216, 291, 310, 327, 331, 436, 477]",0,4.416666666666667,1.0,"1,0,2"
5,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.008386740850204235,0.8109630100629746,"[133, 167, 178, 203, 209, 216, 291, 310, 327, 331, 436, 477]",0,4.416666666666667,1.0,"1,0,2"
6,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.009557172271652469,0.8065438726631351,"[133, 167, 178, 203, 209, 216, 291, 310, 327, 331, 436, 477]",0,4.416666666666667,1.0,"1,0,2"
7,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.009557172271652469,0.8065438726631351,"[133, 167, 178, 203, 209, 216, 291, 310, 327, 331, 436, 477]",0,4.416666666666667,1.0,"1,0,2"
8,0.012884993849938476,0.012884993849938476,13.55,0.027,0.0012300123001230477,0.010061991717995078,0.7969862752673358,"[13, 133, 178, 203, 209, 216, 291, 327, 331, 401, 435, 445]",0,4.516666666666667,1.0,"1,0,2"
9,0.012884993849938476,0.012884993849938476,13.55,0.027,0.0012300123001230477,0.010478756192840397,0.7814925024613101,"[13, 133, 178, 203, 209, 216, 291, 327, 331, 401, 435, 445]",0,4.516666666666667,1.0,"1,0,2"
