generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.050986973180076625,-0.050986973180076625,13.05,0.016800000000000002,0.11877394636015326,-0.06152258619187829,0.8542743083957489,"[121, 13, 167, 201, 203, 251, 264, 403, 405, 471, 472, 81]",0,4.35,1.0,"0,2,1"
1,-0.050986973180076625,-0.050986973180076625,13.05,0.016800000000000002,0.11877394636015326,-0.05901214064381379,0.8466703764547594,"[121, 13, 167, 201, 203, 251, 264, 403, 405, 471, 472, 81]",0,4.35,1.0,"0,2,1"
2,0.009344791666666666,0.009344791666666666,12.8,0.0252,0.006510416666666667,-0.04795994122354449,0.8025280533699629,"[121, 178, 201, 209, 235, 292, 370, 405, 411, 449, 477, 56]",0,4.266666666666667,1.0,"0,1,2"
3,0.009344791666666666,0.009344791666666666,12.8,0.0252,0.006510416666666667,-0.04678235798588284,0.790737813006808,"[121, 178, 201, 209, 235, 292, 370, 405, 411, 449, 477, 56]",0,4.266666666666667,1.0,"0,1,2"
4,0.009344791666666666,0.009344791666666666,12.8,0.0252,0.006510416666666667,-0.04678235798588284,0.790737813006808,"[121, 178, 201, 209, 235, 292, 370, 405, 411, 449, 477, 56]",0,4.266666666666667,1.0,"0,1,2"
5,0.009344791666666666,0.009344791666666666,12.8,0.0252,0.006510416666666667,-0.04467000250246861,0.7654239294237336,"[121, 178, 201, 209, 235, 292, 370, 405, 411, 449, 477, 56]",0,4.266666666666667,1.0,"0,1,2"
6,0.009344791666666666,0.009344791666666666,12.8,0.0252,0.006510416666666667,-0.04135172418261817,0.772559552658428,"[121, 178, 201, 209, 235, 292, 370, 405, 411, 449, 477, 56]",0,4.266666666666667,1.0,"0,1,2"
7,0.011848290598290602,0.011848290598290602,13.0,0.025833333333333333,0.002136752136752129,-0.031867937615023365,0.7763307988500417,"[121, 13, 201, 235, 268, 370, 405, 411, 430, 495, 7, 81]",0,4.333333333333333,1.0,"1,0,2"
8,0.011848290598290602,0.011848290598290602,13.0,0.025833333333333333,0.002136752136752129,-0.02663148388821183,0.7572846304145022,"[121, 13, 201, 235, 268, 370, 405, 411, 430, 495, 7, 81]",0,4.333333333333333,1.0,"1,0,2"
9,0.011848290598290602,0.011848290598290602,13.0,0.025833333333333333,0.002136752136752129,-0.02202851691883861,0.7436124658839082,"[121, 13, 201, 235, 268, 370, 405, 411, 430, 495, 7, 81]",0,4.333333333333333,1.0,"1,0,2"
