generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.04903961849536822,0.8014549165107787,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
1,0.00952002583979329,0.00952002583979329,12.9,0.025500000000000002,0.006459948320413421,-0.033004876046498995,0.7781616967069555,"[11, 127, 13, 167, 28, 291, 370, 405, 416, 439, 452, 81]",0,4.3,1.0,"1,0,2"
2,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,-0.020138563449597868,0.7742743247362736,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
3,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,-0.0064551799306544365,0.7353753074387198,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
4,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,-0.0064551799306544365,0.7353753074387198,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
5,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,-0.0016456814626654014,0.7202652025453331,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
6,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.002309793675699469,0.6899201736302043,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
7,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.006541319823196856,0.6792688897731787,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
8,0.011489517819706512,0.011489517819706512,13.25,0.026333333333333334,0.0033542976939203092,0.007278173253998325,0.6759277864320754,"[178, 201, 277, 287, 291, 327, 403, 423, 430, 472, 56, 81]",0,4.416666666666667,1.0,"1,0,2"
9,0.011848290598290602,0.011848290598290602,13.0,0.025833333333333333,0.002136752136752129,0.00852297074817806,0.6555222108337051,"[13, 201, 251, 269, 291, 292, 327, 403, 423, 449, 465, 81]",0,4.333333333333333,1.0,"1,0,2"
