generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.034282364933741094,-0.034282364933741094,21.8,0.03133333333333333,0.09989806320081553,-0.048859086737705316,0.7293830466330512,"[127, 169, 203, 269, 277, 326, 399, 403, 416, 423, 434, 448, 449, 463, 465, 470, 472, 81, 9, 96]",0,7.266666666666666,1.0,"1,0,2"
1,-0.034282364933741094,-0.034282364933741094,21.8,0.03133333333333333,0.09989806320081553,-0.0427795007133952,0.699876995006065,"[127, 169, 203, 269, 277, 326, 399, 403, 416, 423, 434, 448, 449, 463, 465, 470, 472, 81, 9, 96]",0,7.266666666666666,1.0,"1,0,2"
2,-0.02574123006833714,-0.02574123006833714,21.95,0.032799999999999996,0.08428246013667427,-0.03601529402067572,0.6644542931847205,"[11, 169, 178, 203, 209, 220, 251, 269, 287, 292, 326, 370, 399, 416, 446, 463, 465, 466, 65, 9]",0,7.316666666666666,1.0,"0,1,2"
3,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.028683953004016504,0.6502779017639536,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
4,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.020132897974719264,0.5488682385468533,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
5,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.014354508170418888,0.5144876494594597,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
6,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.009684104426124586,0.47325301987062013,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
7,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.005184847215118654,0.5000556997558496,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
8,0.004931573417389026,0.004931573417389026,21.15,0.04033333333333333,0.03047018649855528,-0.00025181657567351486,0.47601562088409577,"[127, 169, 178, 203, 251, 269, 28, 292, 326, 327, 399, 416, 423, 448, 463, 470, 472, 65, 81, 9]",0,7.05,1.0,"1,0,2"
9,0.006606319606319615,0.006606319606319615,21.45,0.04066666666666666,0.027454027454027433,0.001635033238539422,0.4686307962578918,"[13, 169, 203, 209, 251, 269, 28, 287, 292, 327, 370, 399, 416, 423, 429, 463, 465, 472, 81, 9]",0,7.1499999999999995,1.0,"1,0,2"
