stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,community_diversity_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_protected_group_coverage,score_table_path,embeddings_cache_path,community_assignments_path,community_sizes_path,notes,skip_reason,skipped_reason
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[1, 10, 101, 114, 13, 14, 17, 18, 189, 21, 223, 231, 238, 243, 257, 261, 263, 264, 268, 271, 287, 298, 299, 303, 33, 37, 371, 40, 411, 43, 434, 441, 463, 464, 471, 479, 481, 492, 6, 85]",42.34,2.3400000000000034,0.06522727272727272,0.03440718278960719,0.015410044968832765,0.06522727272727272,0.03440718278960719,0.015410044968832765,14.09973460000765,14.046603200004029,0.05313140000362182,20,200,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,True,basic,False,1.0,1.0,0.5,0.2,0.2,True,True,balanced,combined_candidate_score,1230,120,"{""0"": 5, ""1"": 2, ""10"": 2, ""11"": 2, ""12"": 2, ""13"": 2, ""14"": 4, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 1, ""7"": 2, ""8"": 1, ""9"": 4}","{""acton"": 1, ""desert_view_highlands"": 1, ""lake_los_angeles"": 2, ""lancaster"": 13, ""leona_valley"": 1, ""littlerock"": 1, ""northeast_antelope_valley"": 2, ""northwest_antelope_valley"": 1, ""northwest_palmdale"": 1, ""palmdale"": 12, ""quartz_hill"": 2, ""southeast_antelope_valley"": 1, ""sun_village"": 2}",C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim\graph_spa_500_0\embeddings\graph_spa_500_0_graphsage_embeddings.pkl,C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\ml_guided_fim\graph_spa_500_0\region\graph_spa_500_0_graphsage_community_siea_leiden_community_sizes.csv,preset=graphsage_community_siea; communities=19; modularity=0.802180; embedding_cache=hit; target=label_score; backend=gnn; candidate_pool=250; validation_spearman=0.2512; validation_precision_at_budget=0.5250; history=graph_spa_500_0_graphsage_community_siea_history.csv,,
