generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,local_search_applied_count,local_search_swap_evaluations,screening_evaluation_calls,full_evaluation_calls,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,0.0007992456769438452,0.0007992456769438452,42.2,0.05454545454545455,0.05294696319156686,-0.051524684615991884,0.6789289297216082,"[1, 12, 13, 140, 15, 17, 21, 22, 223, 227, 23, 231, 238, 24, 241, 258, 261, 263, 265, 266, 267, 282, 287, 297, 300, 303, 35, 411, 462, 464, 471, 479, 481, 483, 492, 493, 55, 6, 8, 9]",12,100,0,134,0,1.0,1.0,"palmdale,lancaster,lake_los_angeles"
1,0.007343774095894991,0.007343774095894991,42.15,0.05687203791469194,0.04218448972290196,-0.020327156537970237,0.6181263227645523,"[1, 10, 127, 13, 14, 15, 17, 179, 18, 20, 22, 227, 231, 238, 243, 245, 257, 261, 263, 265, 266, 271, 272, 278, 284, 287, 293, 297, 298, 300, 312, 33, 434, 441, 461, 465, 479, 481, 494, 51]",12,97,0,119,0,1.0,1.0,"lancaster,sun_village,palmdale"
2,0.007394888162926442,0.007394888162926442,42.8,0.0528436018957346,0.03805382556988172,-0.0005487841489691493,0.5959741534773967,"[1, 13, 14, 17, 18, 21, 227, 231, 238, 254, 257, 261, 263, 264, 265, 266, 271, 272, 278, 287, 293, 297, 298, 33, 350, 37, 40, 411, 434, 461, 465, 468, 471, 479, 481, 483, 493, 6, 77, 85]",12,87,0,111,0,1.0,1.0,"lancaster,palmdale,lake_los_angeles"
3,0.007843770791873934,0.007843770791873934,42.2,0.0547979797979798,0.03911043821423193,0.005464521500369934,0.5465761810103464,"[1, 13, 14, 15, 17, 18, 189, 21, 223, 224, 227, 238, 254, 257, 261, 265, 266, 271, 272, 285, 293, 315, 33, 39, 393, 40, 411, 434, 463, 468, 471, 479, 481, 493, 53, 55, 6, 77, 85, 9]",12,97,0,118,0,1.0,1.0,"palmdale,lancaster,acton"
4,0.014008965345541382,0.014008965345541382,42.75,0.0575829383886256,0.029565007697542833,0.008930139161131069,0.5965127617043401,"[1, 13, 15, 17, 18, 21, 22, 223, 224, 238, 254, 258, 261, 263, 264, 265, 266, 268, 271, 272, 282, 287, 293, 297, 312, 33, 350, 39, 40, 411, 43, 434, 461, 464, 471, 479, 481, 495, 53, 6]",12,88,0,110,0,1.0,1.0,"lancaster,palmdale,acton"
5,0.014008965345541382,0.014008965345541382,42.75,0.0575829383886256,0.029565007697542833,0.010270941445065638,0.5994019499719829,"[1, 13, 15, 17, 18, 21, 22, 223, 224, 238, 254, 258, 261, 263, 264, 265, 266, 268, 271, 272, 282, 287, 293, 297, 312, 33, 350, 39, 40, 411, 43, 434, 461, 464, 471, 479, 481, 495, 53, 6]",12,85,0,107,0,1.0,1.0,"lancaster,palmdale,acton"
6,0.015276359111290945,0.015276359111290945,42.2,0.06516587677725119,0.0346131585546693,0.011879638455234931,0.5896470843610425,"[1, 12, 14, 15, 17, 179, 189, 21, 22, 223, 224, 231, 238, 243, 258, 261, 263, 265, 266, 268, 271, 272, 282, 287, 293, 300, 33, 350, 40, 43, 434, 462, 464, 471, 479, 481, 495, 51, 6, 85]",12,105,0,128,0,1.0,1.0,"lancaster,palmdale,acton"
7,0.015276359111290945,0.015276359111290945,42.2,0.06516587677725119,0.0346131585546693,0.011984429312850242,0.5696935144053947,"[1, 12, 14, 15, 17, 179, 189, 21, 22, 223, 224, 231, 238, 243, 258, 261, 263, 265, 266, 268, 271, 272, 282, 287, 293, 300, 33, 350, 40, 43, 434, 462, 464, 471, 479, 481, 495, 51, 6, 85]",12,88,0,112,0,1.0,1.0,"lancaster,palmdale,acton"
8,0.01715418789375639,0.01715418789375639,42.9,0.06717171717171717,0.032863341384204395,0.013047710067796441,0.5446480258952323,"[1, 10, 101, 114, 13, 14, 17, 18, 189, 21, 223, 231, 238, 243, 257, 261, 263, 264, 268, 271, 287, 298, 299, 303, 33, 37, 371, 40, 411, 43, 434, 441, 463, 464, 471, 479, 481, 492, 6, 85]",12,90,0,111,0,1.0,1.0,"palmdale,lancaster,acton"
9,0.01715418789375639,0.01715418789375639,42.9,0.06717171717171717,0.032863341384204395,0.013425357841943847,0.5565796884065369,"[1, 10, 101, 114, 13, 14, 17, 18, 189, 21, 223, 231, 238, 243, 257, 261, 263, 264, 268, 271, 287, 298, 299, 303, 33, 37, 371, 40, 411, 43, 434, 441, 463, 464, 471, 479, 481, 492, 6, 85]",12,99,0,122,0,1.0,1.0,"palmdale,lancaster,acton"
