stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,budget,diffusion_model,ranking_policy,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,method_type,graph_embedding_algorithm,ml_ranking_algorithm,community_detection_algorithm,clustering_algorithm,diffusion_model_name,search_time_spread_estimator,fair_ris_mode,fairness_influence_objective,fair_influence_optimizer,repair_strategy,local_refinement,final_evaluator,ranking_policy_name,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,search_estimator,final_estimator,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,time_dataset_loading,time_preprocessing,time_community_detection,time_embedding,time_ris,time_candidate_scoring,time_optimizer,time_repair,time_local_search,time_final_mc,time_reporting,runtime_breakdown_json,scalability_mode,scalability_pass,candidate_pool_size,use_ris,use_fair_ris,fair_ris_enabled,ris_mode,ris_num_rr_sets,effective_ris_num_rr_sets,ris_reuse_rr_sets,ris_score_nonzero_count,ris_score_std,fair_ris_score_nonzero_count,fair_ris_score_std,ris_verified,fair_ris_verified,ris_active_verified,fair_ris_active_verified,ris_verification_warnings,force_ris_for_all_stacks,require_ris,zero_covered_groups_count,fraction_groups_covered,zero_covered_groups,fairness_gate_status,fairness_gate_failures,protected_group_coverage_summary,protected_group_counts,seed_count,expected_seed_count,duplicate_seed_count,seed_group_counts,seed_community_counts,seed_communities_covered,largest_community_seed_fraction,smallest_group_seed_count,largest_group_seed_count,group_imbalance_ratio,budget_per_group_estimate,group_influence_distribution,normalized_group_influence_distribution,protected_group_influence_json,protected_group_normalized_influence_json,weakest_protected_group,strongest_protected_group,weakest_group,strongest_group,negative_f_score_reason,adaptive_fairness_multiplier,large_imbalance_fairness_active,large_imbalance_fairness_mode,score_normalization,candidate_pool_group_counts,candidate_pool_group_quota,candidate_pool_group_quota_shortfall,group_stratified_candidate_pool,budget_adequacy_warning,seed_quota_per_protected_group,initial_population_group_coverage_summary,repair_attempts,weak_group_repairs,duplicate_repairs,protected_group_seed_counts_before_repair,protected_group_seed_counts_after_repair,swap_attempts,swap_accepted,swap_rejected_fairness_degradation,rejected_fairness_drops,swap_accepted_fscore_improvement,swap_accepted_mf_improvement,swap_accepted_spread_fairness_preserved,best_generation,final_fitness,optimizer_diagnostics_json,mc_runs_search,mc_runs_eval,population_size,generations,key_enabled_modules,use_community_features,community_feature_mode,allow_protected_features_in_ml,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,weak_group_bonus_weight,community_diversity_weight,protected_group_coverage_weight,spread_proxy_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_seed_count_per_community,community_coverage_ratio,final_protected_group_coverage,num_communities,community_modularity,score_table_path,embeddings_cache_path,embedding_cache_status,community_cache_status,ris_cache_status,score_cache_status,fitness_cache_hits,marginal_cache_hits,swap_cache_hits,community_assignments_path,community_sizes_path,diagnostics_path,candidate_score_components_constant,score_component_stats_json,constant_score_components,notes,skip_reason,skipped_reason
community_aware_fair_greedy,community_aware_fair_greedy,baseline,community_aware_fair_greedy,ok,graph_spa_500_0,age,60,ic,professor_priority,leiden,graph,none,none,none,fairness_weighted_greedy,local_search,non_ml_baseline,None,None,Leiden,None,Independent Cascade,Fair Reverse Influence Sampling / Fair RIS,weak_group_weighted,F-score fairness / influence objective,Fairness-weighted greedy + local search,Fairness-first repair,Swap Local Search,Monte Carlo simulation,Professor-priority ranking,True,True,none,f_score,fairness_aware_ris,monte_carlo,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,community_round_robin+fairness_weighted_greedy+swap_local_search,interpretable_baseline,"[10, 108, 114, 122, 130, 139, 15, 155, 163, 178, 179, 180, 189, 2, 218, 22, 222, 229, 232, 233, 241, 246, 250, 253, 254, 263, 264, 268, 275, 278, 285, 287, 297, 298, 315, 323, 33, 344, 391, 40, 403, 429, 43, 446, 447, 449, 464, 465, 476, 477, 481, 485, 486, 488, 492, 493, 495, 58, 77, 90]",62.413333333333334,2.413333333333334,0.1204556354916067,0.012093837279257908,0.0541808991061744,0.1204556354916067,0.012093837279257908,0.0541808991061744,60.17339779999929,60.089670899999874,0.0837268999994194,0.003642799999397539,0.00382649999937712,0.03081099999963044,,0.0033373999995092163,0.16042269999979908,23.709887400000298,,36.188549800000146,0.0837268999994194,,"{""candidate_scoring"": 0.16042269999979908, ""community_detection"": 0.03081099999963044, ""dataset_loading"": 0.003642799999397539, ""embedding_generation"": null, ""final_mc_evaluation"": 0.0837268999994194, ""preprocessing"": 0.00382649999937712, ""repair"": null, ""reporting"": null, ""ris_rr-set_generation"": 0.0033373999995092163, ""siea_optimization"": 23.709887400000298, ""swap_local_search"": 36.188549800000146, ""total_runtime"": 60.17339779999929}",auto,True,150,True,True,True,weak_group_weighted,128,256,True,206,0.18455622449540954,206,0.18717265790144566,True,True,True,True,,True,True,0,1.0,0,pass,,"{""18-24"": 9, ""25-29"": 5, ""30-39"": 12, ""40-49"": 16, ""50-59"": 8, ""60-64"": 3, ""65+"": 7}","{'18-24': 76, '25-29': 42, '30-39': 97, '40-49': 139, '50-59': 63, '60-64': 24, '65+': 59}",60,60,0,"{""18-24"": 9, ""25-29"": 5, ""30-39"": 12, ""40-49"": 16, ""50-59"": 8, ""60-64"": 3, ""65+"": 7}","{""0"": 4, ""1"": 2, ""10"": 5, ""11"": 8, ""12"": 5, ""13"": 4, ""14"": 2, ""16"": 2, ""18"": 4, ""2"": 3, ""3"": 7, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 4, ""9"": 3}",17,0.13333333333333333,3,16,5.791666666666667,"{'18-24': 9.12, '25-29': 5.04, '30-39': 11.64, '40-49': 16.68, '50-59': 7.56, '60-64': 2.88, '65+': 7.08}","{'18-24': 9.263333333333334, '25-29': 5.206666666666667, '30-39': 12.546666666666667, '40-49': 16.743333333333332, '50-59': 8.316666666666666, '60-64': 3.1133333333333333, '65+': 7.223333333333334}","{'18-24': 0.12188596491228071, '25-29': 0.12396825396825398, '30-39': 0.12934707903780068, '40-49': 0.1204556354916067, '50-59': 0.132010582010582, '60-64': 0.1297222222222222, '65+': 0.12242937853107345}","{""18-24"": 9.263333333333334, ""25-29"": 5.206666666666667, ""30-39"": 12.546666666666667, ""40-49"": 16.743333333333332, ""50-59"": 8.316666666666666, ""60-64"": 3.1133333333333333, ""65+"": 7.223333333333334}","{""18-24"": 0.12188596491228071, ""25-29"": 0.12396825396825398, ""30-39"": 0.12934707903780068, ""40-49"": 0.1204556354916067, ""50-59"": 0.132010582010582, ""60-64"": 0.1297222222222222, ""65+"": 0.12242937853107345}",40-49,50-59,40-49,50-59,,1.5,False,off,global,,,,,Budget may be too small for stable fairness on this graph. Reasons: protected-group imbalance ratio above warning threshold,,,,,,,,,,,,,,,,,"{""accepted_fscore_swaps"": null, ""accepted_spread_safe_swaps"": null, ""best_generation"": null, ""candidate_pool_size"": 150, ""duplicate_repairs"": null, ""final_fitness"": null, ""generations"": 10, ""initial_population_size"": 16, ""rejected_fairness_drops"": null, ""repair_attempts"": null, ""successful_swaps"": null, ""swap_attempts"": null, ""weak_group_repairs"": null}",20,300,16,10,diffusion=ic | community=leiden | embedding=none | clustering=none | clustering_input_mode=none | ranking=fairness_weighted_greedy | optimizer=local_search | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.7,0.7,1.7999999999999998,1.0,1.5,0.5,1.5,0.4,True,True,balanced,fairness_weighted_greedy,,,"{""0"": 4, ""1"": 2, ""10"": 5, ""11"": 8, ""12"": 5, ""13"": 4, ""14"": 2, ""16"": 2, ""18"": 4, ""2"": 3, ""3"": 7, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 4, ""9"": 3}","{""0"": 4, ""1"": 2, ""10"": 5, ""11"": 8, ""12"": 5, ""13"": 4, ""14"": 2, ""16"": 2, ""18"": 4, ""2"": 3, ""3"": 7, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 4, ""9"": 3}",0.8947368421052632,"{""18-24"": 9, ""25-29"": 5, ""30-39"": 12, ""40-49"": 16, ""50-59"": 8, ""60-64"": 3, ""65+"": 7}",19,0.8021797497446647,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_community_aware_fair_greedy_combined_candidate_scores.csv,,,miss,,,,,,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_community_aware_fair_greedy_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_community_aware_fair_greedy_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_community_aware_fair_greedy_diagnostics.json,False,"{""combined_score"": {""constant"": false, ""count"": 500, ""max"": 4.599865584598765, ""mean"": 0.9310998469525371, ""min"": 0.0, ""std"": 0.7202178321064281}, ""community_diversity_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.07366666666666666, ""min"": 0.0, ""std"": 0.15371655011018748}, ""fair_ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.13104029201547335, ""min"": 0.0, ""std"": 0.18717265790144566}, ""fairness_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.14802296608620139, ""min"": 0.0, ""std"": 0.27578826939941326}, ""ml_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11780102106816792, ""min"": 0.0, ""std"": 0.11444721499893233}, ""protected_group_coverage_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.19742608695652172, ""min"": 0.0, ""std"": 0.22826646246672272}, ""ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.133, ""min"": 0.0, ""std"": 0.18455622449540954}, ""spread_proxy_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11780102106816792, ""min"": 0.0, ""std"": 0.11444721499893233}, ""weak_group_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.14802296608620139, ""min"": 0.0, ""std"": 0.27578826939941326}}",[],"fair_ris_explicit=true; initial_rr=[1, 12, 13, 14, 15, 17, 18, 21, 22, 223, 226, 229, 238, 24, 241, 245, 264, 265, 266, 267, 268, 269, 271, 278, 280, 281, 282, 284, 287, 298, 30, 303, 312, 326, 327, 33, 331, 334, 34, 35, 37, 38, 380, 39, 40, 44, 45, 464, 465, 468, 481, 485, 486, 5, 52, 53, 59, 6, 61, 79]; greedy=[10, 108, 114, 122, 130, 139, 15, 155, 178, 179, 180, 189, 2, 218, 22, 222, 229, 232, 233, 241, 246, 250, 253, 254, 263, 264, 268, 275, 278, 285, 287, 315, 323, 33, 344, 391, 40, 403, 429, 43, 446, 447, 449, 464, 465, 476, 477, 481, 485, 486, 488, 492, 493, 495, 498, 499, 58, 63, 77, 90]; objective=professor_priority; communities=19; modularity=0.802180; ris_greedy_approximation=true; ris_rr_sets=256; final_eval=monte_carlo",,
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,graph_spa_500_0,age,60,ic,professor_priority,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,ml_guided_hybrid,GraphSAGE,GraphSAGE + Fair RIS scoring,Leiden,None,Independent Cascade,Fair Reverse Influence Sampling / Fair RIS,weak_group_weighted,F-score fairness / influence objective,Swarm Intelligence + Evolutionary Algorithm,Fairness-first repair,Swap Local Search,Monte Carlo simulation,Professor-priority ranking,True,True,none,f_score,fairness_aware_ris,monte_carlo,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[100, 101, 113, 122, 127, 13, 138, 163, 17, 18, 19, 191, 21, 22, 23, 243, 263, 264, 265, 267, 268, 272, 278, 281, 282, 285, 286, 287, 302, 303, 308, 315, 317, 327, 33, 331, 338, 340, 341, 355, 36, 371, 372, 374, 385, 405, 44, 441, 45, 464, 481, 492, 52, 53, 61, 77, 80, 84, 85, 92]",62.72666666666667,2.7266666666666666,0.10702637889688249,0.038031024584478344,0.03449767715620207,0.10702637889688249,0.038031024584478344,0.03449767715620207,34.69110460000047,34.59493300000031,0.09617160000016156,0.003642799999397539,0.13571030000002793,0.05752200000006269,5.923891100000219,0.015576400000099966,0.8456628000003548,27.582946400000765,,,0.09617160000016156,,"{""candidate_scoring"": 0.8456628000003548, ""community_detection"": 0.05752200000006269, ""dataset_loading"": 0.003642799999397539, ""embedding_generation"": 5.923891100000219, ""final_mc_evaluation"": 0.09617160000016156, ""preprocessing"": 0.13571030000002793, ""repair"": null, ""reporting"": null, ""ris_rr-set_generation"": 0.015576400000099966, ""siea_optimization"": 27.582946400000765, ""swap_local_search"": null, ""total_runtime"": 34.69110460000047}",auto,True,150,True,True,True,weak_group_weighted,128,256,True,206,0.18455622449540954,206,0.18717265790144566,True,True,True,True,,True,True,0,1.0,0,pass,,"{""18-24"": 8, ""25-29"": 6, ""30-39"": 12, ""40-49"": 14, ""50-59"": 8, ""60-64"": 3, ""65+"": 9}","{'18-24': 76, '25-29': 42, '30-39': 97, '40-49': 139, '50-59': 63, '60-64': 24, '65+': 59}",60,60,0,"{""18-24"": 8, ""25-29"": 6, ""30-39"": 12, ""40-49"": 14, ""50-59"": 8, ""60-64"": 3, ""65+"": 9}","{""0"": 1, ""1"": 8, ""10"": 1, ""11"": 6, ""12"": 7, ""13"": 9, ""14"": 5, ""16"": 1, ""17"": 1, ""18"": 1, ""2"": 4, ""3"": 5, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}",18,0.15,3,14,5.791666666666667,"{'18-24': 9.12, '25-29': 5.04, '30-39': 11.64, '40-49': 16.68, '50-59': 7.56, '60-64': 2.88, '65+': 7.08}","{'18-24': 8.396666666666667, '25-29': 6.24, '30-39': 12.473333333333333, '40-49': 14.876666666666667, '50-59': 8.23, '60-64': 3.0966666666666667, '65+': 9.413333333333334}","{'18-24': 0.11048245614035088, '25-29': 0.14857142857142858, '30-39': 0.1285910652920962, '40-49': 0.10702637889688249, '50-59': 0.13063492063492063, '60-64': 0.12902777777777777, '65+': 0.15954802259887008}","{""18-24"": 8.396666666666667, ""25-29"": 6.24, ""30-39"": 12.473333333333333, ""40-49"": 14.876666666666667, ""50-59"": 8.23, ""60-64"": 3.0966666666666667, ""65+"": 9.413333333333334}","{""18-24"": 0.11048245614035088, ""25-29"": 0.14857142857142858, ""30-39"": 0.1285910652920962, ""40-49"": 0.10702637889688249, ""50-59"": 0.13063492063492063, ""60-64"": 0.12902777777777777, ""65+"": 0.15954802259887008}",40-49,65+,40-49,65+,,1.5,False,off,global,"{'18-24': 17, '25-29': 15, '30-39': 24, '40-49': 57, '50-59': 20, '60-64': 7, '65+': 10}",,{},False,Budget may be too small for stable fairness on this graph. Reasons: protected-group imbalance ratio above warning threshold,{},"{'18-24': 16, '25-29': 16, '30-39': 16, '40-49': 16, '50-59': 16, '60-64': 16, '65+': 16}",0.0,0.0,,"{'18-24': 7, '25-29': 5, '30-39': 8, '40-49': 23, '50-59': 7, '60-64': 3, '65+': 7}","{'18-24': 7, '25-29': 5, '30-39': 8, '40-49': 23, '50-59': 7, '60-64': 3, '65+': 7}",1089.0,401.0,688.0,688.0,339.0,34.0,28.0,6.0,1.6570208750509834,"{""accepted_fscore_swaps"": 339, ""accepted_spread_safe_swaps"": 28, ""best_generation"": 6, ""candidate_pool_size"": 150, ""duplicate_repairs"": null, ""final_fitness"": 1.6570208750509834, ""generations"": 10, ""initial_population_size"": 16, ""rejected_fairness_drops"": 688, ""repair_attempts"": 0, ""successful_swaps"": 160, ""swap_attempts"": 1089, ""weak_group_repairs"": 0}",20,300,16,10,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo | fair_ris=True,True,basic,False,0.7,0.7,1.9500000000000002,1.0,1.7999999999999998,0.5,1.5,0.4,True,True,balanced,combined_candidate_score,1363.0,160.0,"{""0"": 1, ""1"": 8, ""10"": 1, ""11"": 6, ""12"": 7, ""13"": 9, ""14"": 5, ""16"": 1, ""17"": 1, ""18"": 1, ""2"": 4, ""3"": 5, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}","{""0"": 1, ""1"": 8, ""10"": 1, ""11"": 6, ""12"": 7, ""13"": 9, ""14"": 5, ""16"": 1, ""17"": 1, ""18"": 1, ""2"": 4, ""3"": 5, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 1}",0.9473684210526315,"{""18-24"": 8, ""25-29"": 6, ""30-39"": 12, ""40-49"": 14, ""50-59"": 8, ""60-64"": 3, ""65+"": 9}",19,0.8021797497446647,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_graphsage_community_siea_combined_candidate_scores.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\embeddings\graph_spa_500_0_graphsage_embeddings.pkl,miss,miss,miss,miss,521.0,17457.0,98.0,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_graphsage_community_siea_leiden_community_assignments.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_graphsage_community_siea_leiden_community_sizes.csv,C:\Users\User\Desktop\VKU-Internship-2026\results\optimal_graph_spa_age\runs\seed_42\budget_60\age\graph_spa_500_0\age\graph_spa_500_0_graphsage_community_siea_diagnostics.json,False,"{""combined_score"": {""constant"": false, ""count"": 500, ""max"": 5.170181421180974, ""mean"": 1.2379348996221886, ""min"": 0.11941724384477816, ""std"": 0.8028627468719686}, ""community_diversity_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.07366666666666666, ""min"": 0.0, ""std"": 0.15371655011018748}, ""fair_ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.13104029201547335, ""min"": 0.0, ""std"": 0.18717265790144566}, ""fairness_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.14802296608620139, ""min"": 0.0, ""std"": 0.27578826939941326}, ""ml_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.34681731291638573, ""min"": 0.0, ""std"": 0.11090619529466822}, ""protected_group_coverage_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.19742608695652172, ""min"": 0.0, ""std"": 0.22826646246672272}, ""ris_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.133, ""min"": 0.0, ""std"": 0.18455622449540954}, ""spread_proxy_score"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.11780102106816792, ""min"": 0.0, ""std"": 0.11444721499893233}, ""weak_group_bonus"": {""constant"": false, ""count"": 500, ""max"": 1.0, ""mean"": 0.14802296608620139, ""min"": 0.0, ""std"": 0.27578826939941326}}",[],main_method=true; ml_guided_only=true; fair_ris_explicit=true; communities=19; modularity=0.802180; embedding_cache=miss; target=label_score; backend=gnn; candidate_pool=150; validation_spearman=0.2818; validation_precision_at_budget=0.5833; history=graph_spa_500_0_graphsage_community_siea_history.csv,,
