epoch,train_loss,validation_loss
1,0.09920955449342728,0.06854141503572464
2,0.05851096659898758,0.041515182703733444
3,0.0358748659491539,0.02725084312260151
4,0.022599952295422554,0.024452587589621544
5,0.021279767155647278,0.027860060334205627
6,0.025626275688409805,0.029721947386860847
7,0.026938868686556816,0.02800804190337658
8,0.027570514008402824,0.023942653089761734
9,0.023313481360673904,0.019749337807297707
10,0.019705187529325485,0.016917137429118156
11,0.01499093510210514,0.01609659753739834
12,0.01491396501660347,0.016639593988656998
13,0.013405958190560341,0.017670072615146637
14,0.013765950687229633,0.018496636301279068
15,0.014278190210461617,0.01861323043704033
16,0.01469417754560709,0.01788797229528427
17,0.013244962319731712,0.016408856958150864
18,0.01292987447232008,0.014620414935052395
19,0.011324482969939709,0.012914457358419895
20,0.010413954965770245,0.011651672422885895
21,0.009805149398744106,0.01099834032356739
22,0.010067501105368137,0.010723952203989029
23,0.011445201933383942,0.01047014631330967
24,0.009957002475857735,0.01010006945580244
25,0.01032214891165495,0.009737908840179443
26,0.009299429133534431,0.009514284320175648
27,0.00947853084653616,0.009501672349870205
28,0.008842073380947113,0.009687378071248531
29,0.009077339433133602,0.009913945570588112
30,0.00873575173318386,0.010100316256284714
