stack_name,fim_stack,pipeline_mode,permutation_name,status,dataset,protected_attribute,diffusion_model,community_method,community_input_mode,clustering_method,clustering_input_mode,embedding_method,ranking_model,optimizer_mode,repair_enabled,swap_local_search_enabled,debias_mode,fairness_objective,spread_estimator_search,spread_estimator_final,search_spread_estimator,search_guidance_estimator,final_spread_estimator,method,variant_type,seed_set,total_spread,extra_spread,mf,dcv,f_score,MF,DCV,F-score,runtime_seconds,search_runtime_seconds,final_eval_runtime_seconds,mc_runs_search,mc_runs_eval,key_enabled_modules,ml_score_weight,ris_score_weight,fair_ris_score_weight,fairness_bonus_weight,community_diversity_weight,community_balance_enabled,protected_group_balance_enabled,repair_mode,initial_seed_source,repaired_seed_sets,successful_swaps,final_community_coverage,final_protected_group_coverage,notes,skip_reason,skipped_reason
graphsage_community_siea,graphsage_community_siea,ml_guided_community_siea,graphsage_community_siea,ok,graph_spa_500_0,region,ic,leiden,graph,none,none,graphsage,graphsage,hybrid_si_ea,True,True,none,f_score,fairness_aware_ris,monte_carlo,ris_guidance,fair_ris_guidance,monte_carlo,embedding+ranking+hybrid_si_ea,ml_guided,"[258, 264, 300, 480, 493]",5.0,0.0,0.0,0.6923076923076923,-0.34615384615384615,0.0,0.6923076923076923,-0.34615384615384615,3.6121675000031246,3.611446100003377,0.0007213999997475185,2,3,diffusion=ic | community=leiden | embedding=graphsage | clustering=none | clustering_input_mode=none | ranking=graphsage | optimizer=hybrid_si_ea | debias_mode=none | search_estimator=fairness_aware_ris | final_estimator=monte_carlo,1.0,1.0,0.5,0.2,0.2,True,True,balanced,combined_candidate_score,14,4,"{""1"": 1, ""12"": 2, ""14"": 2}","{""acton"": 0, ""desert_view_highlands"": 0, ""lake_los_angeles"": 0, ""lancaster"": 0, ""leona_valley"": 0, ""littlerock"": 1, ""northeast_antelope_valley"": 0, ""northwest_antelope_valley"": 0, ""northwest_palmdale"": 1, ""palmdale"": 2, ""quartz_hill"": 0, ""southeast_antelope_valley"": 1, ""sun_village"": 0}",preset=graphsage_community_siea; communities=19; modularity=0.802180; embedding_cache=hit; target=label_score; backend=gnn; candidate_pool=250; validation_spearman=-0.0251; validation_precision_at_budget=0.0000; history=graph_spa_500_0_graphsage_community_siea_history.csv,,
