rank,node
1,11069572
2,13763362
3,13936882
4,14073382
5,14444930
6,14749267
7,14767753
8,14866770
9,15225972
10,15750726
11,16040695
12,16380856
13,16586626
14,17416766
15,17537187
16,18405034
17,18725918
18,18983688
19,19543485
20,21491565
21,21706932
22,22026974
23,22078338
24,22299209
25,22606755
26,26061739
27,27109599
28,28188761
29,29308780
30,29383902
31,29941073
32,3317821
33,34382438
34,35931640
35,35954073
36,38499508
37,38555777
38,38813185
39,5699042
40,7594962
