rank,node
1,1007
2,1009
3,1234
4,1237
5,1315
6,1499
7,1550
8,1593
9,1628
10,1792
11,2089
12,2113
13,2289
14,2317
15,2347
16,2628
17,2684
18,2744
19,3374
20,3446
21,3683
22,3838
23,3994
24,4446
25,4519
26,4566
27,4637
28,4671
29,4727
30,4801
31,4914
32,507
33,5234
34,5345
35,57
36,63
37,656
38,746
39,822
40,938
