epoch,train_loss,validation_loss
1,0.06546438485383987,0.04639394208788872
2,0.03907422348856926,0.027357757091522217
3,0.021777402609586716,0.01503994595259428
4,0.013000900857150555,0.012467647902667522
5,0.015084605664014816,0.016057027503848076
6,0.021735195070505142,0.01714075356721878
7,0.021840982139110565,0.015342824161052704
8,0.019578084349632263,0.013007140718400478
9,0.015784885734319687,0.011849857866764069
10,0.01233591977506876,0.012327576987445354
11,0.011506491340696812,0.013914535753428936
12,0.01237884908914566,0.015808409079909325
13,0.013246658258140087,0.017338184639811516
14,0.013972769491374493,0.018143195658922195
15,0.014794242568314075,0.01814914681017399
16,0.015070106834173203,0.017457442358136177
17,0.015070304274559021,0.0162009596824646
18,0.01369971502572298,0.014649881981313229
19,0.012829875573515892,0.013146242126822472
20,0.011354567483067513,0.012024162337183952
21,0.01153874583542347,0.011492843739688396
22,0.01178221870213747,0.011447008699178696
23,0.012107700109481812,0.011500376276671886
24,0.01203271932899952,0.011482623405754566
25,0.013079688884317875,0.011368773877620697
26,0.011747092008590698,0.011321324855089188
27,0.011681034229695797,0.01143389567732811
28,0.011618373915553093,0.011696119792759418
29,0.011124038137495518,0.012037307024002075
30,0.011169319041073322,0.01238794345408678
