reference_stack_name,reference_kind,stack_name,delta_f_score,delta_mf,delta_dcv,delta_spread,delta_extra_spread,runtime_speedup_vs_baseline,dataset,protected_attribute,budget
community_aware_fair_greedy,baseline,gcn_community_ea_memetic,0.05677160622496208,0.016722155528878208,-0.09682105692104595,0.46000000000000085,0.46000000000000085,0.046439728213393296,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,graphsage_community_ea_memetic,0.05660801403155837,0.0166813392023476,-0.09653468886076913,0.46333333333333115,0.46333333333333115,0.044789120358362515,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,node2vec_xgboost_community_ea_memetic,0.05566648455570248,0.01631399226357208,-0.09501897684783288,0.4033333333333289,0.4033333333333289,0.042600274036037396,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,graphsage_community_siea,0.043246055612989054,0.013555555555555557,-0.07293655567042255,0.8799999999999955,0.8799999999999955,0.051520672808454196,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,node2vec_xgboost_community_siea,0.030183886336609258,0.009999999999999981,-0.050367772673218535,1.0,1.0,0.04693726969850937,graph_spa_500_0,gender,40
community_aware_fair_greedy,baseline,gcn_community_siea,0.029569719349078018,0.009934640522875807,-0.04920479817528023,1.0733333333333306,1.0733333333333306,0.052696977985294456,graph_spa_500_0,gender,40
